OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
1,101110,4731,1324,2656,74,14,486,4,30,143,3800,930,2268,59,13,396,4,22,108,1734,1641,93,Tract: 1011.10\nTotal Population: 4731,navigatela/reports/census_tracts_2010.cfm?PK=101110
2,101122,3664,575,2437,26,4,495,1,10,116,3018,413,2066,19,4,426,1,8,81,1369,1325,44,Tract: 1011.22\nTotal Population: 3664,navigatela/reports/census_tracts_2010.cfm?PK=101122
3,101210,5990,2219,2890,183,6,448,3,5,236,4614,1479,2404,137,5,390,2,3,194,2317,2150,167,Tract: 1012.10\nTotal Population: 5990,navigatela/reports/census_tracts_2010.cfm?PK=101210
4,101220,3363,1272,1662,36,11,272,2,3,105,2607,861,1414,22,11,219,2,2,76,1317,1246,71,Tract: 1012.20\nTotal Population: 3363,navigatela/reports/census_tracts_2010.cfm?PK=101220
5,101300,4199,503,3190,41,5,317,3,7,133,3495,371,2714,31,5,272,2,6,94,1582,1542,40,Tract: 1013.00\nTotal Population: 4199,navigatela/reports/census_tracts_2010.cfm?PK=101300
6,101400,3903,721,2649,45,7,337,0,7,137,3221,520,2276,38,7,283,0,7,90,1568,1498,70,Tract: 1014.00\nTotal Population: 3903,navigatela/reports/census_tracts_2010.cfm?PK=101400
7,102103,1740,375,1114,21,3,167,2,0,58,1471,298,968,18,3,140,2,0,42,680,630,50,Tract: 1021.03\nTotal Population: 1740,navigatela/reports/census_tracts_2010.cfm?PK=102103
8,102104,3648,533,2437,86,3,470,3,7,109,3092,442,2081,73,3,406,3,4,80,1326,1279,47,Tract: 1021.04\nTotal Population: 3648,navigatela/reports/census_tracts_2010.cfm?PK=102104
9,102105,1731,1136,413,15,2,139,0,3,23,1338,829,365,11,2,116,0,2,13,560,527,33,Tract: 1021.05\nTotal Population: 1731,navigatela/reports/census_tracts_2010.cfm?PK=102105
10,102107,3851,1039,2310,102,15,278,13,9,85,3137,729,2016,79,14,231,7,6,55,1326,1269,57,Tract: 1021.07\nTotal Population: 3851,navigatela/reports/census_tracts_2010.cfm?PK=102107
11,103101,2670,566,1761,18,8,238,3,7,69,2154,394,1487,13,7,203,2,4,44,948,918,30,Tract: 1031.01\nTotal Population: 2670,navigatela/reports/census_tracts_2010.cfm?PK=103101
12,103102,4751,1351,2646,28,14,586,4,11,111,3827,985,2233,26,14,482,4,7,76,1708,1627,81,Tract: 1031.02\nTotal Population: 4751,navigatela/reports/census_tracts_2010.cfm?PK=103102
13,103200,6146,1782,3462,260,23,452,5,21,141,4987,1277,2983,219,19,368,5,18,98,2284,2181,103,Tract: 1032.00\nTotal Population: 6146,navigatela/reports/census_tracts_2010.cfm?PK=103200
14,103300,3819,744,2710,35,11,221,2,5,91,3039,516,2233,25,9,190,2,5,59,1400,1322,78,Tract: 1033.00\nTotal Population: 3819,navigatela/reports/census_tracts_2010.cfm?PK=103300
15,103400,6143,1540,3786,88,22,494,3,15,195,5001,1095,3247,69,19,426,2,12,131,2484,2342,142,Tract: 1034.00\nTotal Population: 6143,navigatela/reports/census_tracts_2010.cfm?PK=103400
16,104103,4085,2918,307,513,3,280,1,16,47,2947,1990,262,419,3,232,1,14,26,842,817,25,Tract: 1041.03\nTotal Population: 4085,navigatela/reports/census_tracts_2010.cfm?PK=104103
17,104105,5412,4472,223,346,4,302,6,9,50,3643,2886,189,275,4,244,6,7,32,1456,1391,65,Tract: 1041.05\nTotal Population: 5412,navigatela/reports/census_tracts_2010.cfm?PK=104105
18,104108,5256,4169,253,583,7,183,0,9,52,3610,2751,213,452,4,151,0,2,37,1346,1291,55,Tract: 1041.08\nTotal Population: 5256,navigatela/reports/census_tracts_2010.cfm?PK=104108
19,104124,3652,2011,797,558,13,213,4,5,51,2683,1388,662,411,11,176,2,2,31,960,902,58,Tract: 1041.24\nTotal Population: 3652,navigatela/reports/census_tracts_2010.cfm?PK=104124
20,104201,4780,4293,50,387,5,6,0,4,35,3250,2861,39,314,3,6,0,3,24,885,848,37,Tract: 1042.01\nTotal Population: 4780,navigatela/reports/census_tracts_2010.cfm?PK=104201
21,104203,5210,4708,67,319,9,63,10,16,18,3469,3044,54,278,6,62,5,10,10,1158,1085,73,Tract: 1042.03\nTotal Population: 5210,navigatela/reports/census_tracts_2010.cfm?PK=104203
22,104204,2886,2084,285,245,2,246,2,3,19,2059,1374,266,204,2,193,2,3,15,597,573,24,Tract: 1042.04\nTotal Population: 2886,navigatela/reports/census_tracts_2010.cfm?PK=104204
23,104310,4921,4624,81,191,3,7,0,4,11,3350,3100,68,163,3,6,0,3,7,931,886,45,Tract: 1043.10\nTotal Population: 4921,navigatela/reports/census_tracts_2010.cfm?PK=104310
24,104320,5998,5464,67,349,11,82,0,4,21,4133,3672,48,305,9,81,0,4,14,1359,1265,94,Tract: 1043.20\nTotal Population: 5998,navigatela/reports/census_tracts_2010.cfm?PK=104320
25,104401,3357,3248,71,2,12,19,1,1,3,2361,2260,66,2,11,19,1,0,2,725,682,43,Tract: 1044.01\nTotal Population: 3357,navigatela/reports/census_tracts_2010.cfm?PK=104401
26,104403,3282,3159,58,16,4,31,0,12,2,2327,2230,46,12,4,28,0,5,2,717,657,60,Tract: 1044.03\nTotal Population: 3282,navigatela/reports/census_tracts_2010.cfm?PK=104403
27,104404,3236,3112,57,32,6,15,0,5,9,2249,2146,47,27,5,15,0,3,6,694,662,32,Tract: 1044.04\nTotal Population: 3236,navigatela/reports/census_tracts_2010.cfm?PK=104404
28,104500,3293,3137,107,20,1,24,2,1,1,2265,2140,83,16,1,21,2,1,1,748,685,63,Tract: 1045.00\nTotal Population: 3293,navigatela/reports/census_tracts_2010.cfm?PK=104500
29,104610,3672,3574,50,13,6,12,5,3,9,2518,2446,37,12,6,10,3,1,3,785,729,56,Tract: 1046.10\nTotal Population: 3672,navigatela/reports/census_tracts_2010.cfm?PK=104610
30,104620,3539,3420,72,9,18,12,0,2,6,2499,2400,58,9,14,12,0,2,4,796,722,74,Tract: 1046.20\nTotal Population: 3539,navigatela/reports/census_tracts_2010.cfm?PK=104620
31,104701,4208,4018,36,120,3,11,0,10,10,2532,2418,28,67,2,10,0,1,6,931,900,31,Tract: 1047.01\nTotal Population: 4208,navigatela/reports/census_tracts_2010.cfm?PK=104701
32,104703,2397,2264,69,43,1,6,0,0,14,1617,1510,58,36,1,6,0,0,6,584,557,27,Tract: 1047.03\nTotal Population: 2397,navigatela/reports/census_tracts_2010.cfm?PK=104703
33,104704,4219,3238,233,554,10,142,12,5,25,2840,2077,196,428,6,104,7,2,20,1159,1117,42,Tract: 1047.04\nTotal Population: 4219,navigatela/reports/census_tracts_2010.cfm?PK=104704
34,104810,5328,4996,158,28,3,105,19,4,15,3697,3415,139,23,3,92,13,2,10,1132,1028,104,Tract: 1048.10\nTotal Population: 5328,navigatela/reports/census_tracts_2010.cfm?PK=104810
35,104821,3514,3269,118,40,7,62,0,6,12,2424,2225,100,22,7,55,0,5,10,834,760,74,Tract: 1048.21\nTotal Population: 3514,navigatela/reports/census_tracts_2010.cfm?PK=104821
36,104822,2277,1998,75,24,1,162,0,3,14,1551,1312,61,17,1,146,0,3,11,614,562,52,Tract: 1048.22\nTotal Population: 2277,navigatela/reports/census_tracts_2010.cfm?PK=104822
37,106010,3152,2115,621,165,9,180,2,7,53,2381,1490,547,133,8,153,2,5,43,962,930,32,Tract: 1060.10\nTotal Population: 3152,navigatela/reports/census_tracts_2010.cfm?PK=106010
38,106020,5557,4241,903,127,13,187,4,15,67,4056,2947,787,96,11,155,4,10,46,1433,1385,48,Tract: 1060.20\nTotal Population: 5557,navigatela/reports/census_tracts_2010.cfm?PK=106020
39,106111,4334,2552,1194,198,13,309,1,9,58,3336,1816,1042,164,12,255,1,8,38,1345,1313,32,Tract: 1061.11\nTotal Population: 4334,navigatela/reports/census_tracts_2010.cfm?PK=106111
40,106112,5969,4092,1007,215,16,540,6,16,77,4325,2807,871,156,10,418,6,12,45,1501,1462,39,Tract: 1061.12\nTotal Population: 5969,navigatela/reports/census_tracts_2010.cfm?PK=106112
41,106113,3493,2670,550,75,19,155,4,2,18,2577,1860,491,66,14,127,4,2,13,884,850,34,Tract: 1061.13\nTotal Population: 3493,navigatela/reports/census_tracts_2010.cfm?PK=106113
42,106114,5880,4995,439,213,21,133,1,10,68,4011,3272,388,164,16,112,1,7,51,1622,1500,122,Tract: 1061.14\nTotal Population: 5880,navigatela/reports/census_tracts_2010.cfm?PK=106114
43,106403,3825,3401,296,44,4,51,0,6,23,2692,2332,266,36,2,45,0,0,11,863,817,46,Tract: 1064.03\nTotal Population: 3825,navigatela/reports/census_tracts_2010.cfm?PK=106403
44,106405,3966,3165,400,234,12,128,1,5,21,2767,2107,365,161,6,108,1,3,16,1174,1118,56,Tract: 1064.05\nTotal Population: 3966,navigatela/reports/census_tracts_2010.cfm?PK=106405
45,106406,4962,3514,934,130,29,301,2,6,46,3622,2390,846,104,20,235,2,3,22,1670,1359,311,Tract: 1064.06\nTotal Population: 4962,navigatela/reports/census_tracts_2010.cfm?PK=106406
46,106407,2933,2235,410,189,4,67,6,2,20,2095,1459,398,154,4,58,5,2,15,872,822,50,Tract: 1064.07\nTotal Population: 2933,navigatela/reports/census_tracts_2010.cfm?PK=106407
47,106408,3463,3005,156,113,5,149,0,9,26,2226,1874,134,86,3,112,0,4,13,996,915,81,Tract: 1064.08\nTotal Population: 3463,navigatela/reports/census_tracts_2010.cfm?PK=106408
48,106510,5108,3261,1027,345,15,375,3,13,69,3521,2050,882,203,13,308,2,10,53,1538,1446,92,Tract: 1065.10\nTotal Population: 5108,navigatela/reports/census_tracts_2010.cfm?PK=106510
49,106520,5837,4983,662,66,20,70,0,3,33,4199,3448,595,56,13,64,0,2,21,1463,1395,68,Tract: 1065.20\nTotal Population: 5837,navigatela/reports/census_tracts_2010.cfm?PK=106520
50,106603,2979,475,1662,96,7,596,0,9,134,2410,345,1384,80,4,508,0,7,82,992,965,27,Tract: 1066.03\nTotal Population: 2979,navigatela/reports/census_tracts_2010.cfm?PK=106603
51,106604,5020,4288,401,105,18,175,6,6,21,3459,2847,352,85,12,137,6,4,16,1265,1205,60,Tract: 1066.04\nTotal Population: 5020,navigatela/reports/census_tracts_2010.cfm?PK=106604
52,106641,2317,301,1518,55,6,360,1,17,59,1872,215,1266,44,5,290,1,16,35,787,774,13,Tract: 1066.41\nTotal Population: 2317,navigatela/reports/census_tracts_2010.cfm?PK=106641
53,106642,3236,722,1897,113,3,408,1,4,88,2572,508,1579,87,1,336,1,3,57,1095,1069,26,Tract: 1066.42\nTotal Population: 3236,navigatela/reports/census_tracts_2010.cfm?PK=106642
54,106643,4320,582,2706,127,4,782,0,14,105,3377,439,2124,90,4,639,0,9,72,1344,1312,32,Tract: 1066.43\nTotal Population: 4320,navigatela/reports/census_tracts_2010.cfm?PK=106643
55,106645,3389,546,2151,114,5,473,0,8,92,2759,417,1802,88,2,396,0,7,47,1205,1172,33,Tract: 1066.45\nTotal Population: 3389,navigatela/reports/census_tracts_2010.cfm?PK=106645
56,106646,3237,1107,1371,114,2,548,2,21,72,2559,786,1163,89,1,456,2,12,50,964,933,31,Tract: 1066.46\nTotal Population: 3237,navigatela/reports/census_tracts_2010.cfm?PK=106646
57,106648,3890,3478,215,86,9,55,0,20,27,2621,2295,186,51,9,46,0,16,18,1005,938,67,Tract: 1066.48\nTotal Population: 3890,navigatela/reports/census_tracts_2010.cfm?PK=106648
58,106649,2853,1824,274,105,8,598,0,8,36,2095,1276,224,78,4,487,0,5,21,727,709,18,Tract: 1066.49\nTotal Population: 2853,navigatela/reports/census_tracts_2010.cfm?PK=106649
59,107010,3247,2970,199,14,4,52,0,0,8,2346,2098,179,14,4,44,0,0,7,752,712,40,Tract: 1070.10\nTotal Population: 3247,navigatela/reports/census_tracts_2010.cfm?PK=107010
60,107020,5404,4612,303,56,19,343,1,13,57,3736,3110,255,47,13,268,1,7,35,1307,1225,82,Tract: 1070.20\nTotal Population: 5404,navigatela/reports/census_tracts_2010.cfm?PK=107020
61,108101,2230,209,1351,71,6,507,1,3,82,1822,159,1126,54,6,423,1,2,51,800,789,11,Tract: 1081.01\nTotal Population: 2230,navigatela/reports/census_tracts_2010.cfm?PK=108101
62,108102,3430,334,1880,63,0,1064,0,3,86,2755,248,1588,52,0,823,0,3,41,1253,1223,30,Tract: 1081.02\nTotal Population: 3430,navigatela/reports/census_tracts_2010.cfm?PK=108102
63,108103,3256,291,1848,49,0,970,2,5,91,2650,214,1506,35,0,821,2,3,69,1075,1051,24,Tract: 1081.03\nTotal Population: 3256,navigatela/reports/census_tracts_2010.cfm?PK=108103
64,108104,1698,172,1066,47,1,365,0,0,47,1315,127,856,30,1,280,0,0,21,587,580,7,Tract: 1081.04\nTotal Population: 1698,navigatela/reports/census_tracts_2010.cfm?PK=108104
65,108201,5551,406,2310,115,2,2499,0,20,199,4173,269,1793,83,2,1904,0,13,109,1900,1848,52,Tract: 1082.01\nTotal Population: 5551,navigatela/reports/census_tracts_2010.cfm?PK=108201
66,108202,4895,525,1967,194,10,2023,7,17,152,3754,385,1586,130,10,1538,6,9,90,1972,1826,146,Tract: 1082.02\nTotal Population: 4895,navigatela/reports/census_tracts_2010.cfm?PK=108202
67,109100,2492,1430,728,67,6,231,7,2,21,1971,1002,693,47,6,203,3,1,16,775,731,44,Tract: 1091.00\nTotal Population: 2492,navigatela/reports/census_tracts_2010.cfm?PK=109100
68,109200,2669,1005,1006,94,5,486,1,5,67,2069,709,869,70,5,373,1,3,39,899,873,26,Tract: 1092.00\nTotal Population: 2669,navigatela/reports/census_tracts_2010.cfm?PK=109200
69,109300,3085,1352,1010,125,6,511,1,1,79,2391,987,855,84,6,404,1,1,53,898,877,21,Tract: 1093.00\nTotal Population: 3085,navigatela/reports/census_tracts_2010.cfm?PK=109300
70,109400,3720,2790,519,89,18,231,12,16,45,2827,2013,473,69,14,211,7,9,31,1068,1021,47,Tract: 1094.00\nTotal Population: 3720,navigatela/reports/census_tracts_2010.cfm?PK=109400
71,109500,4303,3983,134,40,6,105,0,7,28,3077,2802,122,36,6,92,0,3,16,1054,1005,49,Tract: 1095.00\nTotal Population: 4303,navigatela/reports/census_tracts_2010.cfm?PK=109500
72,109601,5020,3516,753,148,7,508,6,11,71,3743,2463,654,123,7,446,6,6,38,1323,1276,47,Tract: 1096.01\nTotal Population: 5020,navigatela/reports/census_tracts_2010.cfm?PK=109601
73,109603,4252,2761,761,191,13,459,0,11,56,3150,1882,696,139,12,384,0,6,31,1316,1265,51,Tract: 1096.03\nTotal Population: 4252,navigatela/reports/census_tracts_2010.cfm?PK=109603
74,109604,2975,1800,708,116,4,286,2,14,45,2256,1263,623,90,4,237,0,9,30,920,889,31,Tract: 1096.04\nTotal Population: 2975,navigatela/reports/census_tracts_2010.cfm?PK=109604
75,109700,4493,1890,1585,122,15,752,6,9,114,3429,1291,1346,92,12,600,5,7,76,1400,1348,52,Tract: 1097.00\nTotal Population: 4493,navigatela/reports/census_tracts_2010.cfm?PK=109700
76,109800,4565,2110,1518,135,18,671,1,10,102,3536,1470,1320,106,13,560,1,6,60,1460,1402,58,Tract: 1098.00\nTotal Population: 4565,navigatela/reports/census_tracts_2010.cfm?PK=109800
77,111100,2982,1170,1171,103,3,456,3,10,66,2266,801,979,78,3,358,2,7,38,942,913,29,Tract: 1111.00\nTotal Population: 2982,navigatela/reports/census_tracts_2010.cfm?PK=111100
78,111201,3410,995,1703,92,4,498,4,21,93,2679,690,1446,71,4,393,4,16,55,1130,1093,37,Tract: 1112.01\nTotal Population: 3410,navigatela/reports/census_tracts_2010.cfm?PK=111201
79,111202,5213,1421,2617,147,13,843,3,12,157,4056,956,2193,127,12,673,3,8,84,1938,1836,102,Tract: 1112.02\nTotal Population: 5213,navigatela/reports/census_tracts_2010.cfm?PK=111202
80,111204,5859,871,3443,224,6,1154,1,12,148,4594,592,2833,165,3,913,1,7,80,1955,1917,38,Tract: 1112.04\nTotal Population: 5859,navigatela/reports/census_tracts_2010.cfm?PK=111204
81,111205,3375,610,1397,154,1,1096,1,12,104,2722,440,1241,127,1,853,1,8,51,1298,1246,52,Tract: 1112.05\nTotal Population: 3375,navigatela/reports/census_tracts_2010.cfm?PK=111205
82,111206,4490,931,2556,133,7,730,1,30,102,3612,674,2165,93,6,595,1,21,57,1538,1497,41,Tract: 1112.06\nTotal Population: 4490,navigatela/reports/census_tracts_2010.cfm?PK=111206
83,111301,7087,2080,2663,389,6,1627,17,22,283,5579,1414,2313,324,5,1304,14,18,187,2778,2635,143,Tract: 1113.01\nTotal Population: 7087,navigatela/reports/census_tracts_2010.cfm?PK=111301
84,111302,4786,1023,2402,278,8,905,14,17,139,3955,786,2084,235,7,725,10,14,94,1915,1810,105,Tract: 1113.02\nTotal Population: 4786,navigatela/reports/census_tracts_2010.cfm?PK=111302
85,111400,7560,2427,3122,252,6,1533,16,24,180,5911,1684,2650,183,6,1233,14,18,123,2847,2752,95,Tract: 1114.00\nTotal Population: 7560,navigatela/reports/census_tracts_2010.cfm?PK=111400
86,113101,3558,731,2150,110,14,437,1,6,109,2898,511,1849,91,14,354,1,6,72,1140,1118,22,Tract: 1131.01\nTotal Population: 3558,navigatela/reports/census_tracts_2010.cfm?PK=113101
87,113102,2828,369,1888,93,1,388,3,12,74,2288,271,1576,63,1,326,3,6,42,967,943,24,Tract: 1131.02\nTotal Population: 2828,navigatela/reports/census_tracts_2010.cfm?PK=113102
88,113211,3787,466,2628,103,6,458,7,10,109,3156,319,2327,79,4,353,6,6,62,1613,1548,65,Tract: 1132.11\nTotal Population: 3787,navigatela/reports/census_tracts_2010.cfm?PK=113211
89,113212,3069,712,1569,151,7,528,16,2,84,2458,514,1325,112,4,435,11,2,55,1082,1045,37,Tract: 1132.12\nTotal Population: 3069,navigatela/reports/census_tracts_2010.cfm?PK=113212
90,113213,4316,1035,2040,187,13,881,12,7,141,3434,756,1730,140,11,706,7,7,77,1660,1594,66,Tract: 1132.13\nTotal Population: 4316,navigatela/reports/census_tracts_2010.cfm?PK=113213
91,113231,2113,239,1484,79,2,223,0,4,82,1645,160,1197,58,2,186,0,2,40,806,785,21,Tract: 1132.31\nTotal Population: 2113,navigatela/reports/census_tracts_2010.cfm?PK=113231
92,113232,3894,692,2380,155,9,522,5,6,125,3158,505,2029,121,7,412,4,6,74,1388,1342,46,Tract: 1132.32\nTotal Population: 3894,navigatela/reports/census_tracts_2010.cfm?PK=113232
93,113233,6655,3622,1608,459,11,791,5,21,138,4861,2377,1406,344,10,610,4,13,97,2448,2283,165,Tract: 1132.33\nTotal Population: 6655,navigatela/reports/census_tracts_2010.cfm?PK=113233
94,113234,4667,2565,1113,160,9,724,11,6,79,3466,1706,997,127,7,559,11,5,54,1585,1494,91,Tract: 1132.34\nTotal Population: 4667,navigatela/reports/census_tracts_2010.cfm?PK=113234
95,113235,10,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,6,5,1,Tract: 1132.35\nTotal Population: 10,navigatela/reports/census_tracts_2010.cfm?PK=113235
96,113237,3661,588,2081,191,7,653,0,27,114,2994,425,1791,151,7,535,0,20,65,1496,1432,64,Tract: 1132.37\nTotal Population: 3661,navigatela/reports/census_tracts_2010.cfm?PK=113237
97,113301,2201,431,1263,88,2,346,2,4,65,1736,285,1062,66,2,283,2,4,32,982,717,265,Tract: 1133.01\nTotal Population: 2201,navigatela/reports/census_tracts_2010.cfm?PK=113301
98,113303,4006,1167,2019,132,16,574,3,2,93,3083,783,1692,85,14,449,2,2,56,1398,1362,36,Tract: 1133.03\nTotal Population: 4006,navigatela/reports/census_tracts_2010.cfm?PK=113303
99,113321,5473,1804,2091,299,16,1092,3,18,150,4312,1219,1848,235,10,885,3,14,98,2406,2252,154,Tract: 1133.21\nTotal Population: 5473,navigatela/reports/census_tracts_2010.cfm?PK=113321
100,113322,3947,760,2164,146,4,741,3,12,117,3191,545,1852,108,4,600,3,8,71,1370,1323,47,Tract: 1133.22\nTotal Population: 3947,navigatela/reports/census_tracts_2010.cfm?PK=113322
101,113401,5543,2232,2002,200,7,949,4,9,140,4391,1592,1764,153,7,778,4,3,90,1777,1716,61,Tract: 1134.01\nTotal Population: 5543,navigatela/reports/census_tracts_2010.cfm?PK=113401
102,113421,6109,3176,1414,533,11,796,18,16,145,4430,2085,1195,389,7,622,9,11,112,2064,1952,112,Tract: 1134.21\nTotal Population: 6109,navigatela/reports/census_tracts_2010.cfm?PK=113421
